level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,state,party_x,total_senate_years,total_house_years,total_years,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,start,day_30,day_30_stock_perc_diff,day_60,day_60_stock_perc_diff,day_90,day_90_stock_perc_diff,day_180,day_180_stock_perc_diff,sp_start,sp_30,sp_30_sp_perc_diff,sp_60,sp_60_sp_perc_diff,sp_90,sp_90_sp_perc_diff,sp_180,sp_180_sp_perc_diff
7830,2018-04-24,FDS,FactSet Research Systems Inc.,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,193.08999633789062,201.8999938964844,0.046,210.9499969482422,0.092,204.97000122070312,0.062,219.67999267578125,0.138,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7831,2018-04-24,XOM,Exxon Mobil Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,78.3499984741211,82.1500015258789,0.049,81.37999725341797,0.039,84.23999786376953,0.075,81.97000122070312,0.046,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7832,2018-04-24,ES,Eversource Energy,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,59.43999862670898,56.540000915527344,-0.049,56.02999877929688,-0.057,60.36000061035156,0.015,63.33000183105469,0.065,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7833,2018-04-24,EMR,Emerson Electric Co.,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,68.30000305175781,73.01000213623047,0.069,69.87000274658203,0.023,71.26000213623047,0.043,72.2699966430664,0.058,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7835,2018-04-24,CL,Colgate-Palmolive Company,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,66.62999725341797,62.72000122070313,-0.059,64.62999725341797,-0.03,66.94000244140625,0.005,64.51999664306639,-0.032,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7836,2018-04-24,CLX,The Clorox Company,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,114.95999908447266,119.44000244140624,0.039,128.91000366210938,0.121,131.75999450683594,0.146,152.57000732421875,0.327,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7837,2018-04-24,CSCO,"Cisco Systems, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,43.7400016784668,43.68000030517578,-0.001,43.20000076293945,-0.012,43.52999877929688,-0.005,45.34000015258789,0.037,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7838,2018-04-24,CB,Chubb Limited,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,136.10000610351562,133.80999755859378,-0.017,125.37999725341795,-0.079,137.25999450683594,0.009,128.27999877929688,-0.057,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7839,2018-04-24,CVX,Chevron Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,122.54000091552734,128.69999694824222,0.05,125.0999984741211,0.021,123.9499969482422,0.012,118.13999938964844,-0.036,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7840,2018-04-24,BLK,"BlackRock, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,513.7000122070311,542.6599731445311,0.056,522.739990234375,0.018,505.1099853515625,-0.017,401.6499938964844,-0.218,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7841,2018-04-24,BDX,"Becton, Dickinson and Company",purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,230.8800048828125,226.25,-0.02,237.6000061035156,0.029,251.3699951171875,0.089,238.08999633789062,0.031,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7842,2018-04-24,ADP,"Automatic Data Processing, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,116.31999969482422,129.36000061035156,0.112,139.08999633789062,0.196,139.24000549316406,0.197,143.41000366210938,0.233,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7843,2018-04-24,ADI,"Analog Devices, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,87.6500015258789,94.38999938964844,0.077,99.08999633789062,0.131,97.6999969482422,0.115,82.33999633789062,-0.061,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7844,2018-04-24,AMGN,Amgen Inc.,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,171.94000244140625,179.94000244140625,0.047,185.1499938964844,0.077,194.0500030517578,0.129,201.8000030517578,0.174,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7845,2018-04-24,APD,"Air Products and Chemicals, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,164.0,166.99000549316406,0.018,158.0800018310547,-0.036,161.5500030517578,-0.015,155.39999389648438,-0.052,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7846,2018-04-24,ACN,Accenture plc,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,151.07000732421875,155.30999755859375,0.028,159.6300048828125,0.057,165.1699981689453,0.093,158.27999877929688,0.048,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7847,2018-04-24,ABT,Abbott Laboratories,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,58.31000137329102,61.84000015258789,0.061,61.93999862670898,0.062,65.66000366210939,0.126,67.58999633789061,0.159,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7848,2018-04-24,T,AT&amp;T Inc.,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,35.0,32.330001831054695,-0.076,31.690000534057614,-0.095,30.35000038146973,-0.133,32.86999893188477,-0.061,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7849,2018-04-24,AFL,Aflac Incorporated,purchase,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,45.16999816894531,45.31000137329102,0.003,44.18999862670898,-0.022,44.40999984741211,-0.017,44.47000122070313,-0.015,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7850,2018-04-24,VGK,Vanguard FTSE Europe ETF,sale_full,"$15,001 - $50,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,59.540000915527344,59.43000030517578,-0.002,56.77999877929688,-0.046,57.59000015258789,-0.033,52.66999816894531,-0.115,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7851,2018-04-24,UBSI,"United Bankshares, Inc.",sale_full,"$15,001 - $50,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,35.29999923706055,36.599998474121094,0.037,38.20000076293945,0.082,37.599998474121094,0.065,33.72999954223633,-0.044,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7852,2018-04-24,NSRGY,Nestlé S.A.,sale_full,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,76.55999755859375,75.95999908447266,-0.008,75.83000183105469,-0.01,81.66000366210938,0.067,82.86000061035156,0.082,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7853,2018-04-24,MS,Morgan Stanley,sale_full,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,53.06999969482422,54.349998474121094,0.024,48.88999938964844,-0.079,50.9900016784668,-0.039,46.41999816894531,-0.125,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7854,2018-04-24,LULU,Lululemon Athletica Inc.,sale_full,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,96.9000015258789,105.2699966430664,0.086,124.18000030517578,0.282,124.48999786376952,0.285,136.77000427246094,0.411,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7855,2018-04-24,IYE,iShares US Energy ETF,sale_full,"$15,001 - $50,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,40.0099983215332,42.81999969482422,0.07,41.72999954223633,0.043,42.38999938964844,0.059,39.63999938964844,-0.009,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7856,2018-04-24,KHC,The Kraft Heinz Company,sale_full,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,56.52999877929688,56.97999954223633,0.008,63.209999084472656,0.118,60.47999954223633,0.07,57.56000137329102,0.018,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7857,2018-04-24,RHHBY,Roche Holding AG,sale_full,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,27.920000076293945,27.540000915527344,-0.014,27.770000457763672,-0.005,30.34000015258789,0.087,30.60000038146973,0.096,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7858,2018-04-24,CLB,Core Laboratories N.V.,sale_full,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,118.1999969482422,126.93000030517578,0.074,123.6999969482422,0.047,111.2699966430664,-0.059,102.08000183105469,-0.136,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7860,2018-04-24,CME,CME Group Inc.,sale_full,"$15,001 - $50,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,161.60000610351562,160.11000061035156,-0.009,168.4199981689453,0.042,166.4600067138672,0.03,182.6499938964844,0.13,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7861,2018-04-24,AL,Air Lease Corporation,sale_full,"$1,001 - $15,000",Shelley M Capito,1524542400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,42.02000045776367,43.95000076293945,0.046,42.56999969482422,0.013,43.77000045776367,0.042,41.68999862670898,-0.008,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7862,2018-04-05,WEC,"WEC Energy Group, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,63.36999893188477,64.41000366210939,0.016,60.81999969482422,-0.04,64.02999877929689,0.01,66.65000152587889,0.052,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7863,2018-04-05,WMT,Walmart Inc.,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,87.80999755859375,87.52999877929688,-0.003,84.62000274658203,-0.036,85.93000030517578,-0.021,94.4000015258789,0.075,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7864,2018-04-05,VFC,V.F. Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,72.96610260009766,71.81732940673828,-0.016,78.39924621582031,0.074,77.54237365722656,0.063,87.96610260009766,0.206,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7866,2018-04-05,USB,U.S. Bancorp,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,51.08000183105469,50.34000015258789,-0.014,51.22000122070313,0.003,51.36999893188477,0.006,52.83000183105469,0.034,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7867,2018-04-05,MMM,3M Company,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,218.6699981689453,199.3600006103516,-0.088,201.1999969482422,-0.08,200.52999877929688,-0.083,212.19000244140625,-0.03,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7868,2018-04-05,SYY,Sysco Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,60.31000137329102,62.290000915527344,0.033,65.83000183105469,0.092,69.33000183105469,0.15,73.02999877929688,0.211,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7870,2018-04-05,PII,Polaris Industries Inc.,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,118.5999984741211,108.87000274658205,-0.082,121.58999633789062,0.025,127.9000015258789,0.078,100.5,-0.153,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7871,2018-04-05,PSX,Phillips 66,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,97.7699966430664,115.61000061035156,0.182,118.83000183105469,0.215,112.58999633789062,0.152,114.4800033569336,0.171,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7872,2018-04-05,PEP,"PepsiCo, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,110.56999969482422,98.98999786376952,-0.105,100.20999908447266,-0.094,107.76000213623048,-0.025,110.70999908447266,0.001,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7873,2018-04-05,PAYX,"Paychex, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,62.13999938964844,62.40999984741211,0.004,67.09999847412111,0.08,69.98000335693361,0.126,73.72000122070312,0.186,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7874,2018-04-05,NSC,Norfolk Southern Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,133.69999694824222,143.9199981689453,0.076,150.92999267578125,0.129,157.13999938964844,0.175,184.4499969482422,0.38,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7875,2018-04-05,NEE,"NextEra Energy, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,41.0,41.022499084472656,0.001,39.82500076293945,-0.029,41.33000183105469,0.008,41.747501373291016,0.018,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7876,2018-04-05,JPM,JPMorgan Chase &amp; Co.,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,111.87999725341795,108.43000030517578,-0.031,107.83999633789062,-0.036,107.27999877929688,-0.041,113.5,0.014,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7877,2018-04-05,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,92.37999725341795,95.16000366210938,0.03,102.19000244140624,0.106,101.8499984741211,0.103,115.61000061035156,0.251,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7878,2018-04-05,MDT,Medtronic plc,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,79.69999694824219,81.08000183105469,0.017,86.66000366210938,0.087,87.12999725341797,0.093,99.48999786376952,0.248,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7879,2018-04-06,MCD,McDonald's Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1522987200,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,161.25,165.0,0.023,162.3800048828125,0.007,160.6199951171875,-0.004,165.17999267578125,0.024,2604.469970703125,2672.6298828125,0.026,2772.35009765625,0.064,2793.840087890625,0.073,2923.429931640625,0.122
7880,2018-04-05,LOW,"Lowe's Companies, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,88.75,84.2300033569336,-0.051,97.5,0.099,96.95999908447266,0.093,114.06999969482422,0.285,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7881,2018-04-05,JNJ,Johnson &amp; Johnson,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,130.71000671386722,124.19000244140624,-0.05,121.4800033569336,-0.071,126.0500030517578,-0.036,139.69000244140622,0.069,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7882,2018-04-05,ITW,Illinois Tool Works Inc.,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,158.72000122070312,145.47000122070312,-0.083,145.63999938964844,-0.082,143.6999969482422,-0.095,143.13999938964844,-0.098,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7884,2018-04-05,GD,General Dynamics Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,221.22000122070312,195.07000732421875,-0.118,201.1000061035156,-0.091,191.5399932861328,-0.134,205.5,-0.071,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7885,2018-04-05,ES,Eversource Energy,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,60.0099983215332,59.040000915527344,-0.016,54.9900016784668,-0.084,58.459999084472656,-0.026,61.52000045776367,0.025,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7886,2018-04-05,EMR,Emerson Electric Co.,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,68.41000366210939,68.41999816894531,0.0,72.66999816894531,0.062,70.83999633789062,0.036,77.63999938964844,0.135,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7887,2018-04-05,CL,Colgate-Palmolive Company,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,71.80999755859375,63.709999084472656,-0.113,62.290000915527344,-0.133,65.0,-0.095,67.06999969482422,-0.066,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7888,2018-04-05,CLX,The Clorox Company,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,130.25,120.29000091552734,-0.076,121.4000015258789,-0.068,131.89999389648438,0.013,150.42999267578125,0.155,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7889,2018-04-05,CSCO,"Cisco Systems, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,41.81999969482422,45.29999923706055,0.083,43.66999816894531,0.044,42.66999816894531,0.02,48.86999893188477,0.169,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7890,2018-04-05,CB,Chubb Limited,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,135.77000427246094,132.75,-0.022,130.94999694824222,-0.036,132.08999633789062,-0.027,133.16999816894528,-0.019,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7891,2018-04-05,CVX,Chevron Corporation,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,117.29000091552734,125.52999877929688,0.07,122.7300033569336,0.046,125.98999786376952,0.074,124.38999938964844,0.061,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7892,2018-04-05,BLK,"BlackRock, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,538.4000244140625,520.4000244140625,-0.033,534.3800048828125,-0.007,504.1000061035156,-0.064,473.4700012207031,-0.121,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7893,2018-04-05,BDX,"Becton, Dickinson and Company",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,220.1300048828125,224.66000366210938,0.021,227.72000122070312,0.034,244.66000366210938,0.111,264.3800048828125,0.201,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7894,2018-04-05,ADP,"Automatic Data Processing, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,117.51000213623048,125.36000061035156,0.067,134.07000732421878,0.141,134.52000427246094,0.145,150.74000549316406,0.283,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7895,2018-04-05,ADI,"Analog Devices, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,90.94000244140624,90.2699966430664,-0.007,100.63999938964844,0.107,97.18000030517578,0.069,92.38999938964844,0.016,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7896,2018-04-05,AMGN,Amgen Inc.,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,172.0,167.97999572753906,-0.023,181.72999572753903,0.057,194.1699981689453,0.129,206.91000366210938,0.203,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7897,2018-04-04,APD,"Air Products and Chemicals, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522814400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,162.1300048828125,160.42999267578125,-0.01,163.52999877929688,0.009,156.63999938964844,-0.034,167.0500030517578,0.03,2644.68994140625,2629.72998046875,-0.006,2746.8701171875,0.039,2759.820068359375,0.044,2913.97998046875,0.102
7898,2018-04-05,ACN,Accenture plc,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,151.57000732421875,153.44000244140625,0.012,159.9199981689453,0.055,166.1300048828125,0.096,173.50999450683594,0.145,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7899,2018-04-05,ABT,Abbott Laboratories,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,59.86000061035156,58.7400016784668,-0.019,63.02999877929688,0.053,62.43999862670898,0.043,74.12000274658203,0.238,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7900,2018-04-05,T,AT&amp;T Inc.,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,36.13999938964844,32.139999389648445,-0.111,32.68000030517578,-0.096,32.150001525878906,-0.11,33.490001678466804,-0.073,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7901,2018-04-05,AFL,Aflac Incorporated,purchase,"$1,001 - $15,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,43.70000076293945,44.810001373291016,0.025,45.45000076293945,0.04,43.36000061035156,-0.008,47.15999984741211,0.079,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
